Rank,Player,Movement,Nation,DOB,Event,Points,Player ID,Last Name,First Name
688,"AREVALO, Isaac Arturo",-6,MEX,04 Mar 2000,8,63.75,100298657,AREVALO, Isaac Arturo
689,"YOON, JoonHee",-6,KOR,08 Jun 2001,12,63.75,100267779,YOON, JoonHee
690,"SIMKIN, Nicolás",-6,ARG,27 Nov 2001,28,63.75,100347127,SIMKIN, Nicolás
691,"SCHNEIDER , Theo",-6,FRA,19 Apr 2001,28,63.75,100272863,SCHNEIDER , Theo
692,"COSSU, Milledge",-6,USA,26 Nov 2001,39,63.75,100320611,COSSU, Milledge
693,"LOUREIRO, Joao Victor Couto",-6,BRA,28 Mar 2003,14,63.50,100335213,LOUREIRO, Joao Victor Couto
694,"MURGETT, Finn",-6,GBR,17 Sep 2001,21,63.50,100258559,MURGETT, Finn
695,"QAMAR, Fardeen",-6,IND,17 Mar 2001,4,63.50,100352934,QAMAR, Fardeen
696,"PIERLEONI , Joel",-6,GBR,05 Mar 2003,14,63.50,100261694,PIERLEONI , Joel
697,"FAHRESI, Ari",-6,INA,02 Aug 2002,12,63.50,100328073,FAHRESI, Ari
698,"CHENYANG, Yu",-6,CHN,20 Jan 2000,14,63.25,100287391,CHENYANG, Yu
699,"STAVROVSKY, Petr",-6,RUS,13 Jan 2001,29,63.25,100204884,STAVROVSKY, Petr
700,"GONCALVES, Manuel",-6,POR,14 Oct 2001,12,63.25,100248076,GONCALVES, Manuel
701,"KRSTULOVIC , Tin",-31,SLO,10 Mar 2001,29,63.25,100209768,KRSTULOVIC , Tin
702,"ZHOU, Xian Yao",-7,CHN,14 Mar 2001,28,63.25,100283167,ZHOU, Xian Yao
703,"SCHAER, Jonas",+289,SUI,27 Jun 2000,3,63.00,100238242,SCHAER, Jonas
704,"LIMON, Jorge Andre",-7,MEX,12 May 2000,29,63.00,100276314,LIMON, Jorge Andre
705,"DEN HARTOG, Jesse",-7,NED,21 May 2002,41,62.75,100262856,DEN HARTOG, Jesse
706,"SVERIDENKO, Vladislav",-7,RUS,27 Jun 2001,25,62.75,100226192,SVERIDENKO, Vladislav
707,"VIVES MARCOS , Pedro",-7,ESP,13 Apr 2001,9,62.50,100237403,VIVES MARCOS , Pedro
708,"KRAVCHENKO, Georgii",-7,UKR,28 Jul 2000,5,62.50,100192938,KRAVCHENKO, Georgii
709,"ALHAQBANI, Saud",-7,KSA,15 Jan 2003,21,62.50,100297417,ALHAQBANI, Saud
710,"KONOPKO, Witold",-6,POL,11 Jan 2001,34,62.00,100260012,KONOPKO, Witold
711,"ABOIAN, Valerio",-6,ARG,14 Jun 2002,11,62.00,100356730,ABOIAN, Valerio
712,"HEYNOLD, Benjamin",+85,GBR,24 Jun 2002,29,62.00,100232930,HEYNOLD, Benjamin
713,"ZAKHAROV, Volodymyr",-7,UKR,13 Jun 2002,17,62.00,100289044,ZAKHAROV, Volodymyr
714,"MAIA, Hugo",-6,POR,01 Apr 2001,12,61.75,100230364,MAIA, Hugo
715,"ZHU, Kevin",-3,USA,30 Aug 2000,5,61.25,100275607,ZHU, Kevin
716,"TKEMALADZE, Zura",-3,GEO,04 Jun 2000,16,61.25,100180861,TKEMALADZE, Zura
717,"BOSSEM, Sam",+36,GBR,31 Jan 2002,21,61.25,100293422,BOSSEM, Sam
718,"CHAWLA, Bikramjeet Singh",-3,USA,21 Nov 2001,21,61.00,100283627,CHAWLA, Bikramjeet Singh
719,"CHANNATHIMMIAH HONNAPPA, Arjun",-79,IND,10 Nov 2000,17,61.00,100300568,CHANNATHIMMIAH HONNAPPA, Arjun
720,"SANCHEZ VINAS, Pol",-4,ESP,29 Sep 2001,28,60.75,100264314,SANCHEZ VINAS, Pol
721,"OSMONT, Gillian",-4,FRA,13 May 2003,24,60.50,100302251,OSMONT, Gillian
722,"CHAUVIN, Clement",-4,FRA,25 Mar 2002,32,60.50,100271630,CHAUVIN, Clement
723,"HECK, Christopher",-3,CAN,04 Jan 2002,32,60.50,100284944,HECK, Christopher
724,"PUTTER, Victor",+19,RSA,01 Mar 2001,18,60.25,100283517,PUTTER, Victor
725,"BARRY, Charles",+13,IRL,09 May 2001,30,60.25,100232833,BARRY, Charles
726,"ALEKSANDROV, Matvei",-5,RUS,29 Sep 2002,29,60.25,100274767,ALEKSANDROV, Matvei
726,"SERAFINI, Marcello",-5,ITA,25 Aug 2002,30,60.25,100259321,SERAFINI, Marcello
728,"RODRIGUES, Daniel",-5,POR,11 Feb 2000,4,60.00,100203293,RODRIGUES, Daniel
729,"REDDY, Nikit",-5,USA,27 Apr 2000,14,60.00,100289481,REDDY, Nikit
730,"WU, Yuchen",-5,CHN,15 Jun 2000,17,60.00,100237269,WU, Yuchen
731,"VAN NOORD, Niels Peter",-5,CAN,12 Apr 2000,10,59.75,100235042,VAN NOORD, Niels Peter
732,"BELLUCCI , Mattia",-5,ITA,01 Jun 2001,12,59.75,100208096,BELLUCCI , Mattia
733,"BOSANCIC, Matthew",-4,AUS,21 Apr 2002,40,59.50,100318539,BOSANCIC, Matthew
734,"MARINESCU, Mihai Razvan",-4,ROU,09 Sep 2001,12,59.25,100229142,MARINESCU, Mihai Razvan
735,"GALFINGER, Rostislav",-4,KAZ,12 Nov 2002,29,59.25,100253668,GALFINGER, Rostislav
736,"NHAVENE, Bruno",-4,MOZ,21 Feb 2002,28,58.75,100328726,NHAVENE, Bruno
737,"MATIC, Mile",-18,CRO,07 Jan 2001,24,58.75,100238284,MATIC, Mile
738,"PULJIC , Luka",-126,BIH,14 Jan 2001,20,58.75,100256030,PULJIC , Luka
739,"ROCENS, Martins",-5,LAT,09 Apr 2000,14,58.50,100194112,ROCENS, Martins
740,"ILNYTSKYY, Svyatoslav",-4,UKR,08 Mar 2001,28,58.50,100261692,ILNYTSKYY, Svyatoslav
741,"HURTADO, Gabriel",-4,COL,20 Apr 2002,28,58.50,100334645,HURTADO, Gabriel
742,"YU, Jinseok",-2,KOR,14 Aug 2000,10,58.25,100279315,YU, Jinseok
743,"LOOF, Thijmen",-2,NED,15 Jul 2002,30,58.25,100250710,LOOF, Thijmen
744,"BONNET FLORES , Raphael",-2,FRA,14 Mar 2001,19,58.25,100245857,BONNET FLORES , Raphael
745,"BERNARDI, Mattia",+168,ITA,18 Mar 2002,25,58.25,100231107,BERNARDI, Mattia
746,"YUE, Ching Ho Sunny",-2,HKG,19 Jan 2000,13,58.00,100226087,YUE, Ching Ho Sunny
747,"CHIU, Ming-Chieh",-2,TPE,04 Feb 2002,22,57.75,100342696,CHIU, Ming-Chieh
748,"FERNANDEZ, Jesus",-2,CHI,22 Sep 2000,24,57.50,100333293,FERNANDEZ, Jesus
749,"MOHD ADAM DAS, Shamirul Shahril",-2,MAS,30 Aug 2000,25,57.50,100275481,MOHD ADAM DAS, Shamirul Shahril
750,"VAN SAMBEEK, Fons",+29,NED,10 Feb 2002,31,57.25,100265751,VAN SAMBEEK, Fons
751,"YADAV, Denim",-3,IND,19 Aug 2004,18,57.25,100306441,YADAV, Denim
752,"QUAYNOR, Luke",-3,JAM,30 May 2001,16,57.25,100253080,QUAYNOR, Luke
753,"GIMA, Alexander",-3,ROU,24 May 2000,18,57.00,100202285,GIMA, Alexander
754,"GONZALEZ, Alvaro",-2,MEX,07 Mar 2000,27,56.50,100267643,GONZALEZ, Alvaro
755,"MONFERRER, Ezequiel",+132,ARG,16 May 2003,21,56.50,100348204,MONFERRER, Ezequiel
756,"CATALA, Jose Antonio",-2,BOL,30 Oct 2001,16,56.00,100339542,CATALA, Jose Antonio
757,"MARTIN, Daniel",-2,GBR,21 May 2001,11,56.00,100305462,MARTIN, Daniel
758,"PENAGOS, Esteban",-2,COL,26 Jan 2002,26,56.00,100321375,PENAGOS, Esteban
759,"POPEANGA, Dragos Petre",-2,ROU,28 Aug 2002,30,56.00,100265270,POPEANGA, Dragos Petre
760,"GREKUL, Alexander",-2,UKR,26 Mar 2001,31,55.75,100294976,GREKUL, Alexander
761,"NABIEV, Olimjon",-2,UZB,25 Jun 2002,20,55.75,100256484,NABIEV, Olimjon
762,"ERDOGAN, Mustafa",-1,TUR,19 Aug 2000,12,55.75,100228432,ERDOGAN, Mustafa
763,"PATEL, Krish",-1,IND,27 Jan 2002,15,55.75,100278723,PATEL, Krish
764,"TAKEDA, Hikaru",-1,JPN,22 May 2002,14,55.75,100285310,TAKEDA, Hikaru
765,"LORUSSO, Lorenzo",-1,ITA,06 Jan 2000,26,55.50,100203303,LORUSSO, Lorenzo
766,"WESTPHAL , Max",-1,FRA,04 Jun 2003,29,55.50,100284051,WESTPHAL , Max
767,"NOLASCO POZO, Gabriel Mauricio",-1,BOL,28 Mar 2002,18,55.25,100342618,NOLASCO POZO, Gabriel Mauricio
768,"GUERRERO MELGAR, Angel",0,ESP,08 Nov 2002,9,55.00,100242390,GUERRERO MELGAR, Angel
769,"DADABAEV, Aziz",0,UZB,01 Sep 2002,14,55.00,100256441,DADABAEV, Aziz
770,"LI, Wenmao",0,CHN,19 Jan 2001,35,55.00,100274833,LI, Wenmao
771,"CHEN, Zhiyu",0,CHN,01 Apr 2000,8,54.75,100278900,CHEN, Zhiyu
772,"KAPUSKIN, Petr",0,RUS,27 Jan 2002,26,54.75,100252906,KAPUSKIN, Petr
773,"RINCON, Daniel",0,ESP,07 Jan 2003,5,54.75,100289661,RINCON, Daniel
774,"ALAM, Peter",+69,GBR,29 Apr 2002,33,54.75,100235351,ALAM, Peter
775,"KARIMOV, Iskandar",-1,UZB,08 Nov 2000,23,54.50,100288177,KARIMOV, Iskandar
776,"TOMAC, Maj",+22,SLO,04 May 2001,37,54.50,100252141,TOMAC, Maj
777,"NAVARRO, Diego",+62,MEX,19 Feb 2002,16,54.25,100287341,NAVARRO, Diego
778,"DAWANI, Ali",-71,BRN,15 Dec 2000,29,53.25,100222540,DAWANI, Ali
779,"NOVAK, Jiri",-2,CZE,23 May 2001,17,53.00,100370105,NOVAK, Jiri
780,"ALCANTARA, Joao Pedro",-2,BRA,08 Aug 2000,35,53.00,100308475,ALCANTARA, Joao Pedro
781,"MACHERLA, Theertha Shashank",-1,IND,07 Aug 2001,11,52.50,100278678,MACHERLA, Theertha Shashank
782,"PAK, Rodion",-1,KAZ,12 May 2000,10,52.50,100238297,PAK, Rodion
783,"CIGARRAN, Thiago",-1,ARG,26 Mar 2000,21,52.50,100330493,CIGARRAN, Thiago
784,"VEGA LEBRIJA, Juan Jose",+47,MEX,25 May 2001,24,52.50,100274546,VEGA LEBRIJA, Juan Jose
785,"LEE, Teayun",-50,KOR,17 Jan 2000,9,52.25,100279259,LEE, Teayun
786,"IRIARTE BASTIDAS, Luis Alejandro",-3,USA,22 Jun 2001,9,52.25,100312119,IRIARTE BASTIDAS, Luis Alejandro
787,"RODDICK, Jc",-3,USA,21 Jun 2002,18,52.00,100328643,RODDICK, Jc
788,"BHAGTANI, Vansh",+36,IND,19 Mar 2002,40,52.00,100284098,BHAGTANI, Vansh
789,"COSNET, Charlelie",-4,FRA,01 Feb 2003,23,51.75,100299753,COSNET, Charlelie
790,"COULIBALY, Frederic",-51,CIV,23 May 2000,10,51.75,100292068,COULIBALY, Frederic
791,"NCUBE, Thabo",-5,ZIM,16 Apr 2001,32,51.75,100285611,NCUBE, Thabo
792,"SENCHUK, Vladimir",-5,RUS,28 Feb 2001,19,51.50,100248806,SENCHUK, Vladimir
793,"GIDDENS, Maxwell",-5,USA,17 Nov 2000,12,51.50,100298061,GIDDENS, Maxwell
794,"VANDEWEGHE, Theo",-27,BEL,12 Jan 2000,12,51.25,100214719,VANDEWEGHE, Theo
795,"TUDORICA, Alvin Nicholas",-6,CAN,13 Feb 2002,15,51.25,100274573,TUDORICA, Alvin Nicholas
796,"FRIEDLER, Asaf",-6,ISR,19 Jun 2002,30,51.00,100303160,FRIEDLER, Asaf
797,"COLLINS FLORES, Parker",-6,USA,22 Jan 2002,23,50.75,100335947,COLLINS FLORES, Parker
798,"GROENER, Jakob",-6,NOR,06 Dec 2000,11,50.50,100200057,GROENER, Jakob
799,"DE BOES, Maikel",+2,BEL,25 Apr 2002,27,50.50,100349299,DE BOES, Maikel
800,"KUEHNE, Christian",-6,SUI,08 May 2002,8,50.25,100324616,KUEHNE, Christian
801,"BANCILA, Alex",-6,USA,08 Mar 2000,44,50.00,100238620,BANCILA, Alex
802,"KOZLOV, Boris",-6,USA,26 Aug 2000,15,50.00,100264386,KOZLOV, Boris
803,"SHIMIZU, Kenjiro",-27,JPN,12 Nov 2000,18,50.00,100236286,SHIMIZU, Kenjiro
804,"SOOTINUN-OPART, Guntinun",-5,THA,29 Aug 2003,26,49.75,100349245,SOOTINUN-OPART, Guntinun
805,"RANDIEK, Ryan Ateto",-5,KEN,22 Mar 2002,19,49.75,100319516,RANDIEK, Ryan Ateto
806,"MAINGUY, Clement",-4,VAN,03 Feb 2003,20,49.50,100333965,MAINGUY, Clement
807,"ARMBRISTER, Donte",-4,BAH,24 Oct 2001,22,49.50,100321686,ARMBRISTER, Donte
808,"HILLHOUSE, Maxime",-4,FRA,29 Mar 2003,16,49.50,100263743,HILLHOUSE, Maxime
809,"NASTASE, Dan Mihai",-4,ROU,08 Jul 2000,22,49.50,100276182,NASTASE, Dan Mihai
810,"WEN, Guanglin",-4,CHN,18 Jan 2003,27,49.50,100311494,WEN, Guanglin
811,"LI, Zi Ang",-4,CHN,10 Sep 2002,23,48.75,100346537,LI, Zi Ang
812,"MINDRY, KADE SAMUEL",-4,RSA,04 Aug 2001,14,48.75,100365870,MINDRY, KADE SAMUEL
813,"DUN, Valentín",-4,ARG,08 Jun 2001,20,48.75,100347054,DUN, Valentín
814,"HENDERSON, Russell",-4,GBR,16 Oct 2001,11,48.75,100261516,HENDERSON, Russell
815,"QARIAQUS, David",-4,AUS,27 May 2002,30,48.50,100284016,QARIAQUS, David
816,"MENDOZA GOVEA, Oscar",+31,ECU,13 Mar 2001,25,48.50,100335848,MENDOZA GOVEA, Oscar
817,"SANTOS, Luiz Eduardo",-5,BRA,28 Jun 2000,27,48.25,100312977,SANTOS, Luiz Eduardo
818,"FRANKOWSKI, Tomasz",-5,POL,30 Mar 2001,34,48.25,100280333,FRANKOWSKI, Tomasz
819,"SIDANA, Jaishvin",-5,IND,11 Mar 2002,39,48.25,100284956,SIDANA, Jaishvin
820,"HANCHAIKUL, Patorn",-5,THA,22 May 2002,17,48.25,100294598,HANCHAIKUL, Patorn
821,"LAPALU, Valentin",-5,FRA,13 Mar 2002,21,48.25,100276292,LAPALU, Valentin
822,"KONOV, Samuil",-5,BUL,07 Dec 2002,30,48.00,100282874,KONOV, Samuil
823,"XILAS, Ioannis",-5,GRE,12 May 2001,15,48.00,100274776,XILAS, Ioannis
824,"ZENG, Sida",-5,CHN,30 Mar 2000,30,48.00,100271658,ZENG, Sida
825,"CEPEL, Kaan",-5,TUR,28 Feb 2002,26,48.00,100232565,CEPEL, Kaan
826,"BUZONICS, Dominik",-5,HUN,21 Feb 2002,32,48.00,100255989,BUZONICS, Dominik
827,"GARCIAN , Axel",-5,FRA,07 Jun 2002,18,48.00,100259188,GARCIAN , Axel
828,"MALDONADO, Martin",-5,ECU,10 Jan 2001,32,48.00,100315229,MALDONADO, Martin
829,"CARVAJAL SUAZO, Hanamichi",+792,CHI,16 May 2002,4,47.75,100347282,CARVAJAL SUAZO, Hanamichi
830,"ALEKSIC, Mario",+55,MNE,16 Jan 2001,32,47.75,100250240,ALEKSIC, Mario
831,"TERZIEV, Simeon",-6,BUL,06 Oct 2002,14,47.50,100254683,TERZIEV, Simeon
832,"BATIONO, Abdoulaziz",-72,CIV,15 Dec 2000,12,47.50,100292067,BATIONO, Abdoulaziz
833,"VIDOVIC, Blaz",-7,SLO,16 Jun 2002,22,47.50,100236049,VIDOVIC, Blaz
834,"MANDOCESCU, Laurentiu",-7,ROU,01 Mar 2000,12,47.25,100190248,MANDOCESCU, Laurentiu
835,"MERCER, J",-7,USA,16 Jul 2000,2,47.25,100351413,MERCER, J
836,"AZOIDES, Demetris",-7,GRE,09 Oct 2000,14,47.25,100258228,AZOIDES, Demetris
837,"COLIN, Paul",-7,FRA,02 Dec 2003,13,47.25,100365599,COLIN, Paul
838,"ROSS, Matthis",-6,GBR,30 Jul 2001,31,47.00,100263341,ROSS, Matthis
839,"TAMAKI, Yusuke",-6,JPN,25 Oct 2001,19,47.00,100279075,TAMAKI, Yusuke
840,"TAMAR, Gilad",-6,ISR,28 Apr 2000,14,46.75,100206992,TAMAR, Gilad
841,"AHMAD FARID, Danial",-6,MAS,09 Jun 2001,29,46.75,100279347,AHMAD FARID, Danial
842,"CHE, Matthew",-6,USA,01 Jul 2001,19,46.75,100292065,CHE, Matthew
843,"SHROLIK, Igor",-6,RUS,05 May 2000,13,46.50,100233520,SHROLIK, Igor
844,"PLEVA, Jan",-6,CZE,23 Aug 2001,12,46.25,100281431,PLEVA, Jan
845,"BEN BRAHIM, Zakaria",-5,TUN,26 Jun 2001,31,46.00,100248552,BEN BRAHIM, Zakaria
846,"CELIK , Mert",-5,TUR,04 Oct 2001,24,46.00,100221752,CELIK , Mert
847,"BILINSKI, Gabriel",-5,POL,19 Dec 2001,24,46.00,100284838,BILINSKI, Gabriel
848,"VM, Sandeep",+81,IND,09 Apr 2003,22,45.75,100289847,VM, Sandeep
849,"JOHANN, Lars",-5,GER,18 Nov 2001,16,45.50,100235779,JOHANN, Lars
850,"PARK, Jungwon",+76,KOR,01 Mar 2002,19,45.50,100282916,PARK, Jungwon
851,"KIM, Do Hyun",+69,KOR,16 Oct 2000,9,45.50,100279196,KIM, Do Hyun
852,"JEVTIC, Nikola",-7,SRB,22 Jan 2001,42,45.50,100234276,JEVTIC, Nikola
853,"BEJENARU, Adrian Mateo",-7,ROU,27 Sep 2001,8,45.50,100255239,BEJENARU, Adrian Mateo
854,"SANCHEZ, Samuel",-5,MEX,12 Apr 2002,27,45.25,100372972,SANCHEZ, Samuel
855,"ARAKAKI, Ayato",-5,JPN,24 Dec 2001,14,45.25,100343278,ARAKAKI, Ayato
856,"BAR BIRYUKOV, Petr",-5,RUS,28 Feb 2002,19,45.25,100235962,BAR BIRYUKOV, Petr
857,"AJDUKOVIC, Duje",-5,CRO,05 Feb 2001,7,45.00,100210620,AJDUKOVIC, Duje
858,"LONGWE-SMIT, Thando",+40,RSA,17 Jun 2001,17,45.00,100247683,LONGWE-SMIT, Thando
859,"HENDRIKX, Jim",+45,NED,26 Jun 2001,28,45.00,100252347,HENDRIKX, Jim
860,"LAZELL, Harry",-7,GBR,07 Oct 2003,26,45.00,100300121,LAZELL, Harry
861,"HOOLE, Casey",-6,AUS,28 Feb 2003,20,44.75,100285272,HOOLE, Casey
862,"DU, Kelvin",-6,AUS,08 Aug 2000,18,44.75,100268912,DU, Kelvin
863,"KIELAN, Szymon",-6,POL,21 Nov 2002,20,44.75,100273613,KIELAN, Szymon
864,"JERMAR, Jan",-6,CZE,12 Apr 2000,17,44.75,100191385,JERMAR, Jan
865,"KURMAEV, Marsel",-6,RUS,23 Jun 2001,18,44.75,100294902,KURMAEV, Marsel
866,"LEE, WonSeok",-6,KOR,03 Aug 2000,14,44.50,100277250,LEE, WonSeok
867,"JIRAPOOMDAJE, Pawin",-19,THA,15 Apr 2001,27,44.50,100279445,JIRAPOOMDAJE, Pawin
868,"JANG, Yunseok",+93,KOR,06 May 2003,16,44.50,100315852,JANG, Yunseok
869,"HAMZA REGUIG, Samir",-8,ALG,19 Jan 2002,28,44.50,100257950,HAMZA REGUIG, Samir
870,"JURAJDA, Adam",-8,CZE,17 May 2003,27,44.50,100300651,JURAJDA, Adam
871,"LI, Zekai",-8,CHN,31 Jan 2000,8,44.25,100278907,LI, Zekai
872,"PEREZ, Sergio",-8,VEN,07 Sep 2000,16,44.25,100288594,PEREZ, Sergio
873,"THAKRAN, Siddharth",-8,IND,04 Jun 2000,18,43.75,100278813,THAKRAN, Siddharth
874,"SAFONOV, Aristarkh",-8,RUS,05 Mar 2003,15,43.75,100276446,SAFONOV, Aristarkh
875,"CROWTHER, Corban",-8,NZL,23 Apr 2003,23,43.75,100331776,CROWTHER, Corban
876,"LAM, Chun",-8,HKG,08 Mar 2002,26,43.50,100272814,LAM, Chun
877,"SAVELEV, Daniil",-8,RUS,28 Dec 2000,22,43.50,100227498,SAVELEV, Daniil
878,"PURTSELADZE, Saba",-8,GEO,20 Aug 2001,23,43.50,100231500,PURTSELADZE, Saba
879,"ADOMAVICIUS, Julius",-8,LTU,31 Jan 2001,11,43.25,100200862,ADOMAVICIUS, Julius
880,"DIZDAREVIC, Tin",+3,CRO,20 Aug 2000,34,43.25,100227973,DIZDAREVIC, Tin
881,"LUIS, Tomas",-9,POR,13 Mar 2002,11,43.25,100326754,LUIS, Tomas
882,"SCHROEDER, Laurent",-8,LUX,12 May 2002,24,43.00,100237991,SCHROEDER, Laurent
883,"SHEPHEARD, Michael",-8,AUS,29 Aug 2000,6,43.00,100287718,SHEPHEARD, Michael
884,"ZALUBSKI, Przemyslaw",-8,POL,07 Oct 2001,29,43.00,100309067,ZALUBSKI, Przemyslaw
885,"VOLOSHYN, Anatoliy",-8,UKR,11 Feb 2001,29,42.75,100275983,VOLOSHYN, Anatoliy
886,"HEAVEN, Zion",-8,USA,18 Oct 2000,19,42.75,100276053,HEAVEN, Zion
887,"AEBI, Yarin",+69,SUI,07 Jul 2003,20,42.75,100277073,AEBI, Yarin
888,"SIMON, Coy",-9,USA,22 May 2001,14,42.75,100289255,SIMON, Coy
889,"MOSARWA, Tshepo",-9,BOT,15 Jun 2001,28,42.75,100301401,MOSARWA, Tshepo
890,"SHAH, Kushan",-157,IND,05 Feb 2001,20,42.75,100278771,SHAH, Kushan
891,"ABOU TALEB, Belal",-10,EGY,01 Jan 2001,19,42.75,100299255,ABOU TALEB, Belal
892,"SHOKEIR, Aly",-10,EGY,11 Jan 2002,23,42.50,100258240,SHOKEIR, Aly
893,"ELIZARRARAS, Emiliano",-9,MEX,07 Jun 2000,23,42.25,100225012,ELIZARRARAS, Emiliano
894,"COHEN, Eduardo",-8,ISR,02 Jul 2001,23,42.25,100277085,COHEN, Eduardo
895,"RAJESH, Neel",-6,USA,14 Nov 2000,22,41.75,100277241,RAJESH, Neel
896,"RUIZ VELASCO, Santiago",-5,MEX,04 May 2000,16,41.75,100273810,RUIZ VELASCO, Santiago
897,"LUGARI, Matteo",-5,ITA,22 Dec 2000,8,41.75,100280916,LUGARI, Matteo
898,"DRAGOMIROV, Dennis",-5,GER,15 Feb 2000,15,41.75,100203306,DRAGOMIROV, Dennis
899,"FALCK, Reece",-5,NZL,09 Apr 2002,18,41.50,100322145,FALCK, Reece
900,"MADZAR , Stipan",-107,CRO,18 Jan 2001,12,41.50,100211060,MADZAR , Stipan
901,"HALLQUIST LITHEN, John",-6,SWE,03 Dec 2001,8,41.50,100248594,HALLQUIST LITHEN, John
901,"TRIONE, Riccardo",-6,ITA,27 Jan 2002,9,41.50,100227570,TRIONE, Riccardo
903,"PUSCAS , Andrew",-6,USA,01 Dec 2001,10,41.50,100265453,PUSCAS , Andrew
904,"MIRDZHALIEV, Mirgiiaz",-5,KGZ,23 Mar 2001,8,41.00,100279339,MIRDZHALIEV, Mirgiiaz
905,"SULLWALD, Gerhard",-4,RSA,05 May 2000,10,40.25,100295092,SULLWALD, Gerhard
906,"GONZALEZ, Emiliano",-3,MEX,17 Jan 2002,34,40.00,100350301,GONZALEZ, Emiliano
907,"PENTOUSIS, Paris",-2,GRE,09 Oct 2000,20,40.00,100252913,PENTOUSIS, Paris
908,"LA CAVA, Filippo Augusto",-2,NZL,13 Feb 2001,26,40.00,100276568,LA CAVA, Filippo Augusto
909,"BEZBORODOV, Dmitry",-2,KAZ,21 Jun 2002,31,40.00,100253631,BEZBORODOV, Dmitry
910,"BUDANOV, Andrey",-2,RUS,02 Jun 2000,9,39.75,100290149,BUDANOV, Andrey
911,"PANG, Renlong",-2,CHN,12 Jul 2000,3,39.75,100278911,PANG, Renlong
912,"CHAIYARIN, Credit",-2,THA,09 Dec 2003,6,39.75,100346703,CHAIYARIN, Credit
913,"TRIANTAFYLLOU, Daniel",-2,GRE,13 May 2002,23,39.75,100237959,TRIANTAFYLLOU, Daniel
914,"CASTAGNOLA, Luca",-2,ITA,14 Jun 2002,22,39.75,100275237,CASTAGNOLA, Luca
915,"HEAP, Dylan",0,NZL,05 Sep 2000,12,39.50,100292460,HEAP, Dylan
916,"UTHEIM, Karl Fredrik",0,SWE,25 Sep 2001,27,39.50,100274567,UTHEIM, Karl Fredrik
917,"DUO, Bill",0,USA,04 Jan 2000,5,39.25,100291594,DUO, Bill
918,"CENOZ, Juan Pablo",0,ARG,06 Dec 2000,9,39.25,100329083,CENOZ, Juan Pablo
919,"BECKLEY, Alec",0,RSA,18 Jun 2001,8,39.25,100247633,BECKLEY, Alec
920,"STAROSTIN, Maksim",+1,RUS,10 Oct 2002,11,39.00,100255156,STAROSTIN, Maksim
921,"BOJARSKI, Alan",+1,POL,22 Jul 2003,21,39.00,100274371,BOJARSKI, Alan
922,"SHIN, Jung Ho",-226,KOR,06 Oct 2000,14,39.00,100279301,SHIN, Jung Ho
923,"KUKASIAN, Artur",0,RUS,21 Mar 2004,7,39.00,100296278,KUKASIAN, Artur
924,"DE SOUZA FONSECA, Arthur",0,BRA,16 Oct 2000,31,39.00,100295812,DE SOUZA FONSECA, Arthur
925,"DONTU, Vasilii",0,MDA,21 Jul 2000,10,38.75,100188530,DONTU, Vasilii
926,"SUNTIC, Sabit",+1,SRB,17 Nov 2000,14,38.50,100205041,SUNTIC, Sabit
927,"KROUZEK, Jiri",+1,CZE,19 Aug 2002,13,38.50,100271505,KROUZEK, Jiri
928,"KMET, Dario",+2,AUS,12 Oct 2001,22,38.00,100316952,KMET, Dario
929,"LIM, Zachery",+3,USA,20 Jan 2002,2,37.75,100328626,LIM, Zachery
929,"MILAVSKY, Daniel",+3,USA,12 Sep 2001,10,37.75,100343452,MILAVSKY, Daniel
931,"NIRANJAN, Nikhil",+3,USA,31 May 2003,20,37.75,100288928,NIRANJAN, Nikhil
932,"SZAJRYCH, Jasza",+3,POL,23 Apr 2002,9,37.75,100281474,SZAJRYCH, Jasza
933,"HORNUNG, Ivan Noel",+3,HUN,07 Aug 2002,28,37.50,100255040,HORNUNG, Ivan Noel
934,"LUKMANOV, Azamat",+3,UZB,22 Feb 2001,18,37.25,100256469,LUKMANOV, Azamat
935,"GROLLMAN, Jericho",+3,USA,01 Apr 2000,22,37.00,100282885,GROLLMAN, Jericho
936,"BENZAL ALIA, Ignacio",+3,ESP,28 Feb 2000,15,37.00,100330188,BENZAL ALIA, Ignacio
937,"ALKAYA, Mert",+3,TUR,14 Jun 2000,7,36.75,100195339,ALKAYA, Mert
938,"KOSHIBA, Ryotaro",+3,JPN,02 Oct 2002,22,36.75,100268398,KOSHIBA, Ryotaro
939,"KAM, Alan",+3,MEX,28 Oct 2002,15,36.75,100287334,KAM, Alan
940,"YU, Chieh Cheng",+3,TPE,28 Jul 2001,10,36.75,100282841,YU, Chieh Cheng
941,"ARRAYA AVILA, Mauricio Alejandro",+3,BOL,13 Jul 2000,6,36.50,100294709,ARRAYA AVILA, Mauricio Alejandro
942,"WANG, Cheng-Chieh",+3,TPE,03 Apr 2000,8,36.50,100267873,WANG, Cheng-Chieh
943,"WANG, Guan Kai",+3,CHN,25 Sep 2000,15,36.50,100289654,WANG, Guan Kai
944,"CHEVEZ, Jorge Daniel",+14,PAN,10 Aug 2000,30,36.50,100294148,CHEVEZ, Jorge Daniel
945,"PEREZ PO, Cristian Stefano",+2,VEN,26 Oct 2000,6,36.50,100345202,PEREZ PO, Cristian Stefano
946,"FURLANETTO, Marco",-73,ITA,02 Mar 2001,17,36.25,100198882,FURLANETTO, Marco
